address,latitude,longitude
" EAST DR  , SAN DEIGO",32.7517099,-117.2087766
"MASH  , SAN DEIGO",32.711697,-117.16042
"TUSCALOOSA STREET, SAN DEIGO",32.7453476,-117.2052852
"ARROYO SORRENTO ROAD, SAN DEIGO",32.9279441,-117.2315106
"WINDWARD STREET, SAN DEIGO",32.6943206,-117.0448701
"CALLE CORTA  , SAN DEIGO",32.8609551,-117.252478
"ARILLO STREET, SAN DEIGO",32.8068868,-117.1647916
"DALEHAVEN PLACE, SAN DEIGO",32.7288827,-117.0895237
"MANNING WAY, SAN DEIGO",32.5820202,-117.0813983
"SAN JUAN ROAD, SAN DEIGO",32.7510884,-117.1907204
"TWINLEAF WAY, SAN DEIGO",32.9233406,-117.0920752
"CAMTO PINTORESCO  , SAN DEIGO",32.7741427,-117.101765
"DODSON STREET, SAN DEIGO",32.7100567,-117.1311273
"OLGA AVENUE, SAN DEIGO",32.8057619,-117.152229
"JUMILLA STREET, SAN DEIGO",32.8344606,-117.0828789
"CLOVIS STREET, SAN DEIGO",32.7507579,-117.2322209
"MERIDIAN AVENUE, SAN DEIGO",32.7433781,-117.0575424
"CAMINO DE LA PLAZA  , SAN DEIGO",32.545274,-117.044909
"CROSBY ROAD, SAN DEIGO",32.6974282,-117.1501759
"STELLAR DRIVE, SAN DEIGO",32.8048205,-117.1251661
"REO PLACE, SAN DEIGO",32.6698755,-117.0601516
"OTAY VALLEY ROAD, SAN DEIGO",32.5778598,-116.9999063
"DIANE COURT, SAN DEIGO",32.842145,-117.1851359
"SCHNEPLE DRIVE, SAN DEIGO",32.9277186,-117.1397903
"UNIVERSITY AVE, SAN DEIGO",32.7511595,-117.1084012
" I-15 NB  , SAN DEIGO",32.7242974,-117.1448537
"PRIMERA  , SAN DEIGO",32.549265,-117.043219
"37TH  , SAN DEIGO",32.7515385,-117.1131259
"FIORE TERRACE, SAN DEIGO",32.8703636,-117.2037072
"FALLS VIEW DRIVE, SAN DEIGO",32.773778,-117.0644353
"WINDOM PEAK WAY, SAN DEIGO",32.9357789,-117.0802593
"ENRIGHT DRIVE, SAN DEIGO",32.5576615,-117.0374772
"NORDSTAD STREET, SAN DEIGO",32.5812533,-117.0537951
"ANDROS COURT, SAN DEIGO",32.75046210000001,-117.072606
"CHEVIOT COURT, SAN DEIGO",32.9057221,-117.1625856
"CAMTO PLAZA CENTRO  , SAN DEIGO",32.8693687,-117.2265006
"GRANGER STREET, SAN DEIGO",32.7310774,-117.2514107
"PREECE STREET, SAN DEIGO",32.793199,-117.1772336
"ARJONS DRIVE, SAN DEIGO",32.8944505,-117.1462611
"TORREY VIEW COURT, SAN DEIGO",32.9218726,-117.2343736
"CAMINO RUIZ  , SAN DEIGO",32.9138604,-117.1438019
"RON WAY, SAN DEIGO",32.7853279,-117.1514235
"LAKE ASHMERE DRIVE, SAN DEIGO",32.7994206,-117.0104672
"EUGENE PLACE, SAN DEIGO",32.7693402,-117.1150054
"CABOT DRIVE, SAN DEIGO",32.8916358,-117.1440919
"HIGA PLACE, SAN DEIGO",33.0112335,-117.057452
"SHCAL CREEK DRIVE, SAN DEIGO",32.9680794,-117.0805629
"PIONEER PLACE, SAN DEIGO",32.7468542,-117.1740634
"MC GUIRE DRIVE, SAN DEIGO",32.9527941,-117.227908
"EXCHANGE PLACE, SAN DEIGO",32.8463588,-117.2688227
"GENESEE AVE, SAN DEIGO",32.8406331,-117.1970729
"OLD GROVE ROAD, SAN DEIGO",32.8989596,-117.1116363
"GENEVA AVENUE, SAN DEIGO",32.7167733,-117.0810455
"COVINA CIRCLE, SAN DEIGO",32.9050327,-117.1364345
"FIEGER STREET, SAN DEIGO",32.7274543,-117.0794917
"CREEKSIDE COURT, SAN DEIGO",32.9202532,-117.0758403
"BACKMAN PLACE, SAN DEIGO",32.7569038,-117.1645736
"CAMTO BALADA  , SAN DEIGO",32.8155761,-117.250504
"VIA ARRILIA  , SAN DEIGO",32.934328,-117.2521014
"DEWSBURY AVENUE, SAN DEIGO",32.9187487,-117.1313745
"HARRIS PLANT ROAD, SAN DEIGO",32.8607776,-117.1218041
"MAURY DRIVE, SAN DEIGO",32.8059042,-117.0125595
"ARCHER STREET, SAN DEIGO",32.8113319,-117.2560909
"PASEO MONTE BATALLA  , SAN DEIGO",33.0523971,-117.0680276
"BERNARDO PLAZA DRIVE, SAN DEIGO",33.0211038,-117.0734153
"VILLAS WAY, SAN DEIGO",32.7837461,-117.1340286
"SUNSET BOULEVARD, SAN DEIGO",32.7512219,-117.1840873
"ELMCREST DRIVE, SAN DEIGO",32.7940921,-117.0458197
"DUNWOOD WAY, SAN DEIGO",32.6960251,-117.0336783
"AGEE STREET, SAN DEIGO",32.8509133,-117.20124
"CAMTO SALADO  , SAN DEIGO",32.77224959999999,-117.182429
"ASHTON STREET, SAN DEIGO",32.780531,-117.2045404
"PARK RUN ROAD, SAN DEIGO",32.95255849999999,-117.13907
"BANFIELD LANE, SAN DEIGO",32.9583189,-117.2323619
"COMPASS POINT S DRIVE, SAN DEIGO",32.9269861,-117.1212406
"ALMAYO COURT, SAN DEIGO",32.8289815,-117.185753
"VIA VILLA LA JOLLA DRIVE, SAN DEIGO",32.8697501,-117.233771
"CAM ABROJO  , SAN DEIGO",-1,-1
"MONTEREY PINE DRIVE, SAN DEIGO",32.5682079,-117.0720613
"MUIRLANDS VISTA WAY, SAN DEIGO",32.8277254,-117.2671462
"SR-78 WB  , SAN DEIGO",-1,-1
"SUMMERSHADE LANE, SAN DEIGO",32.9258711,-117.1238332
"SUCCESS AVENUE, SAN DEIGO",32.8058335,-117.1275844
"ELM  , SAN DEIGO",32.72440280000001,-117.1272578
"GLENROY STREET, SAN DEIGO",32.7958377,-117.0786968
"WILLS CREEK ROAD, SAN DEIGO",32.9289526,-117.0881936
"MIDBLUFF AVENUE, SAN DEIGO",32.9575219,-117.0925417
"SUMMERDALE WAY, SAN DEIGO",32.9186173,-117.14045
"COVINA STREET, SAN DEIGO",32.9040902,-117.1342145
" FENTON PY  , SAN DEIGO",32.7808606,-117.1309936
"TRADE PLACE, SAN DEIGO",32.8923138,-117.1533936
"PENASQUITIOS DRIVE, SAN DEIGO",32.9842479,-117.091721
"CALLE VIVIENDA  , SAN DEIGO",33.0035089,-117.0788624
"HERMOSA WAY, SAN DEIGO",32.7540545,-117.1806951
"LUNADA POINT, SAN DEIGO",33.0482815,-117.0580046
"GLENDORA STREET, SAN DEIGO",32.8020651,-117.2142979
"VISTA SAN JUANICO  , SAN DEIGO",32.5820252,-117.0107336
"LYTON  , SAN DEIGO",32.7440498,-117.2120363
"LONGFORD STREET, SAN DEIGO",32.8335294,-117.182733
"CALLE CALLAN ROAD, SAN DEIGO",32.9047657,-117.2408696
"CAR STREET, SAN DEIGO",32.7177081,-117.0273458
"MT CAROL DRIVE, SAN DEIGO",32.802631,-117.180794
"LIMBERICK AVENUE, SAN DEIGO",32.8352318,-117.1787244
"KORINK AVENUE, SAN DEIGO",32.7972835,-117.1643382
"CAMTO WESTCHESTER  , SAN DEIGO",32.909719,-117.127292
"CARMEL MISSION ROAD, SAN DEIGO",32.94697,-117.2211209
"ACOMA AVENUE, SAN DEIGO",32.8314172,-117.1931319
"VIA SAN MARCO  , SAN DEIGO",32.9677369,-117.0956803
"POE STREET, SAN DEIGO",32.7338494,-117.2283599
"PAXTON DRIVE, SAN DEIGO",32.5745337,-117.0726059
"SPRINGFIELD STREET, SAN DEIGO",32.7248442,-117.0565857
"WINNETT STREET, SAN DEIGO",32.7238604,-117.0620889
"PHANTOM LANE, SAN DEIGO",32.9291555,-117.11757
"SUNSET CLIFFS  , SAN DEIGO",32.726274,-117.2514447
"COUTS STREET, SAN DEIGO",32.7499428,-117.1878921
"VIA DE LA VALLE ROAD, SAN DEIGO",32.9809511,-117.2373332
"TOWSER STREET, SAN DEIGO",32.8023921,-117.1376532
"SEAGROVE STREET, SAN DEIGO",32.9587155,-117.204937
"TRIDLE WAY, SAN DEIGO",32.546667,-117.0528214
"OLD EL CAM REAL  , SAN DEIGO",32.9689687,-117.2313632
"DAHLIA AVENUE, SAN DEIGO",32.5829198,-117.0959438
"WORTHINGTON STREET, SAN DEIGO",32.711031,-117.0209563
"WADE STREET, SAN DEIGO",32.7153153,-117.0247417
"ANGELUCCI STREET, SAN DEIGO",32.8085838,-117.1559491
"COLLEGE  , SAN DEIGO",32.7174477,-117.1526701
"NOBLE  , SAN DEIGO",32.7124267,-117.1575869
"EMDEN ROAD, SAN DEIGO",32.9822449,-117.1323171
"PLAZA ACOSTA  , SAN DEIGO",33.0380225,-117.0520332
"LAKIBA PALMER AVENUE, SAN DEIGO",32.713583,-117.086623
"OLIVER COURT, SAN DEIGO",32.7919711,-117.2550429
"METROPOLITAN DRIVE, SAN DEIGO",32.7772041,-117.1580331
"DONAHUE STREET, SAN DEIGO",32.7654242,-117.1890213
"CAMBERLEY COURT, SAN DEIGO",32.5828543,-117.0312047
"SEWELL AVENUE, SAN DEIGO",32.5757448,-117.0726046
"OLLIE STREET, SAN DEIGO",32.7557917,-117.2223152
"GLENDALE AVENUE, SAN DEIGO",32.71478340000001,-117.1391774
"JADE COURT, SAN DEIGO",32.574373,-117.0194643
"MARCELLENA ROAD, SAN DEIGO",32.7581623,-117.0808463
"GATEWAY CENTER AVENUE, SAN DEIGO",32.7131893,-117.1132414
"LADERA STREET, SAN DEIGO",32.7194087,-117.2554443
"ANGELUS  , SAN DEIGO",32.717296,-117.0433375
"CATANIA STREET, SAN DEIGO",32.703149,-117.1060969
"CAROLWOOD DRIVE, SAN DEIGO",32.6962273,-117.0265111
"CLEO STREET, SAN DEIGO",32.7748086,-117.0584195
"STONEY GATE PLACE, SAN DEIGO",32.9698306,-117.0822594
"MENNONITE POINT, SAN DEIGO",32.971982,-117.127406
"COVINA PLACE, SAN DEIGO",32.904753,-117.1377678
"VIA AZUL  , SAN DEIGO",32.9925933,-117.1613826
"BRISTOL RIDGE TERRACE, SAN DEIGO",33.0158783,-117.145258
"TOSCANA WAY, SAN DEIGO",32.8693477,-117.2025406
"TWINING AVENUE, SAN DEIGO",32.5779861,-117.045426
"GRANITE RIDGE DRIVE, SAN DEIGO",32.8053825,-117.1208046
"ALUMNI PLACE, SAN DEIGO",32.7717577,-117.0564199
"PASEO MONTANOSO  , SAN DEIGO",32.9979597,-117.0889956
"FAUNA DRIVE, SAN DEIGO",32.7394622,-117.0641762
"ANTHRACITE WAY, SAN DEIGO",32.827106,-117.118943
"BALLINGER AVENUE, SAN DEIGO",32.809507,-117.0189375
"CHEYENNE AVENUE, SAN DEIGO",32.8014085,-117.1992645
"HARMARSH STREET, SAN DEIGO",32.802381,-117.1529639
"SOUTH SHORES PARK DRIVEWAY, SAN DEIGO",32.7617994,-117.2169998
"CALICO STREET, SAN DEIGO",32.9081358,-117.1506226
"LARKDALE COURT, SAN DEIGO",32.8014597,-117.1465874
"VIA CASA ALTA  , SAN DEIGO",32.8397492,-117.2518147
"POLARIS DRIVE, SAN DEIGO",32.9258021,-117.1303633
"VILLADERA DRIVE, SAN DEIGO",32.7270687,-117.1978609
"DATE PLACE, SAN DEIGO",32.7234138,-117.0877132
"GUNZAN STREET, SAN DEIGO",32.6847616,-117.0392853
"DUNBROOK ROAD, SAN DEIGO",32.8925826,-117.1518336
"CAMPUS DRIVE, SAN DEIGO",32.7737577,-117.0670317
"HENSLEY STREET, SAN DEIGO",32.7063862,-117.1345594
"JODI STREET, SAN DEIGO",32.7475846,-117.0661438
"MCBURNEY RIDGE LANE, SAN DEIGO",32.9256094,-117.1043514
"SHIELDS STREET, SAN DEIGO",32.8171011,-117.1069059
"TIERRA VISTA CIRCLE, SAN DEIGO",32.9652093,-117.1759613
"GRANITE CREST COURT, SAN DEIGO",32.9362006,-117.1812943
"PAYMOGO COURT, SAN DEIGO",32.9963086,-117.0920586
"LANTANA DRIVE, SAN DEIGO",32.7449137,-117.0902891
"OLD OAK DRIVE, SAN DEIGO",32.704432,-117.0356524
"SYRACUSE AVENUE, SAN DEIGO",32.8469427,-117.2087606
"SDSU TRANSIT CENTER  , SAN DEIGO",32.77332,-117.0705279
"REDWORKS DRIVEWAY, SAN DEIGO",32.7028437,-117.1021756
"PRESIDIO BASEBALL FI  , SAN DEIGO",32.76116,-117.1914696
"OCEAN FRONT STREET, SAN DEIGO",32.7416666,-117.2541378
"STANLEY AVENUE, SAN DEIGO",32.7619448,-117.0617478
"VIA HOLGURA  , SAN DEIGO",32.9490782,-117.226766
"CHINOOK COURT, SAN DEIGO",32.8289279,-117.1957145
"DIZA ROAD, SAN DEIGO",32.5650497,-117.0446493
"SICARD STREET, SAN DEIGO",32.6964434,-117.1380909
"SANDCASTLE LANE, SAN DEIGO",32.7488521,-117.2163194
"MISSION BAY CHANNEL  , SAN DEIGO",32.7683826,-117.239481
"NYE STREET, SAN DEIGO",32.7918301,-117.176306
"MIRAMAR  , SAN DEIGO",32.8767389,-117.1382404
"DICKENS STREET, SAN DEIGO",32.7249801,-117.2318994
"AURORA STREET, SAN DEIGO",32.7100576,-117.0928696
"EAGLE STREET, SAN DEIGO",32.7436462,-117.1696244
"GATTY STREET, SAN DEIGO",32.5858797,-117.0529437
"TORERO WAY, SAN DEIGO",32.7746785,-117.1843757
"CORONADO COURT, SAN DEIGO",32.7645664,-117.2512895
"CALLE MAR DE ARMONIA  , SAN DEIGO",32.9227324,-117.2165993
"LANGMUIR STREET, SAN DEIGO",32.7857072,-117.1751409
"IDLEWILD WAY, SAN DEIGO",32.8282645,-117.2155372
"NORTH TORREY PINES COURT, SAN DEIGO",32.8929243,-117.2419
"ESMERALDAS DRIVE, SAN DEIGO",32.8270112,-117.099813
"ANZA DRIVE, SAN DEIGO",32.7111245,-117.0327093
"ROYAL LYTHAM RW ROW, SAN DEIGO",32.9993637,-117.0718416
"LYNN STREET, SAN DEIGO",32.742263,-117.070204
"ORCUTT AVENUE, SAN DEIGO",32.790684,-117.0904136
"LEGHORN AVENUE, SAN DEIGO",32.7005059,-117.0558526
"CYPRESS CANYON DRIVE, SAN DEIGO",32.9288189,-117.0783622
"WINEWOOD STREET, SAN DEIGO",32.7075688,-117.0426443
"ROCKNE STREET, SAN DEIGO",32.6714271,-117.0494589
"AMES STREET, SAN DEIGO",32.8088059,-117.1633348
"SUNSET POINT PLACE, SAN DEIGO",32.9571615,-117.2134932
"STAINWOOD WAY, SAN DEIGO",32.6987188,-117.0320943
"MARBURY AVENUE, SAN DEIGO",32.9145622,-117.1291125
"SHOOTING STAR COURT, SAN DEIGO",32.5666401,-117.0561757
"SUNSET CROSSING POINT, SAN DEIGO",32.5793885,-117.0185291
"RUSHVILLE STREET, SAN DEIGO",32.8350488,-117.2750154
"HYADES WAY, SAN DEIGO",32.9197298,-117.1293595
"SPRINGBROOK DRIVE, SAN DEIGO",32.9404485,-117.0807679
"NEWKIRK DRIVE, SAN DEIGO",32.8247444,-117.2683588
"OGDEN STREET, SAN DEIGO",32.746567,-117.0818643
"PARADISE HILLS ROAD, SAN DEIGO",32.6936402,-117.0445887
"PARKLAND WAY, SAN DEIGO",32.6913592,-117.0517034
"WESTSIDE DRIVE, SAN DEIGO",32.776536,-117.1524169
"SHADY SANDS ROAD, SAN DEIGO",32.8142851,-117.0506495
"BURGUNDY STREET, SAN DEIGO",32.7918722,-117.0929009
"LAS PALMAS SQUARE, SAN DEIGO",32.8681225,-117.2156969
"HOLDER WAY, SAN DEIGO",32.8223761,-117.1057771
"INDIA  , SAN DEIGO",32.89456,-117.132776
"OCEAN VIEW HILLS  , SAN DEIGO",32.5761395,-117.0146736
"WHINCHAT STREET, SAN DEIGO",32.78238839999999,-117.1613187
"COCHRAN AVENUE, SAN DEIGO",32.5857588,-117.058921
"WEST BROOK AVENUE, SAN DEIGO",32.684894,-117.0271886
"CALLE ABAJO  , SAN DEIGO",32.6643811,-117.0661673
"KENYON STREET, SAN DEIGO",32.7495807,-117.2150327
"RED ROCK DRIVE, SAN DEIGO",32.9043884,-117.0966954
"HEATER COURT, SAN DEIGO",32.9086894,-117.1730554
"APPLE TREE DRIVE, SAN DEIGO",32.8287672,-117.1145494
